step,train_loss
19878,4.304986476898193
19904,4.7903547286987305
19950,4.712240219116211
19988,4.738821029663086
20033,4.782907485961914
20074,4.78084659576416
20119,4.820006370544434
20150,4.851550579071045
20193,4.503037452697754
20247,4.5241923332214355
20283,4.670483112335205
20324,4.446872711181641
20352,4.839940071105957
20404,5.134347438812256
20444,4.837067604064941
20487,4.4649786949157715
20526,4.157234191894531
20568,4.76977014541626
20604,4.3439788818359375
20657,4.833229064941406
20684,4.475861072540283
20726,4.837070465087891
20763,4.432732582092285
20810,4.719542503356934
20876,4.637509822845459
20939,4.586499214172363
20998,4.681790351867676
21055,4.2948455810546875
21087,4.681513786315918
21133,4.7221527099609375
21168,4.234593868255615
21189,4.2846221923828125
21217,4.437793731689453
21258,4.576298236846924
21296,4.205963611602783
21323,4.237180233001709
21355,4.381008625030518
21397,4.447416305541992
21448,4.3767852783203125
21504,4.438138961791992
21531,4.46381950378418
21569,3.990109443664551
21614,4.519775390625
21668,4.518289089202881
21702,4.516762733459473
21733,4.553961277008057
21785,4.490321159362793
21822,3.9100494384765625
21867,4.693925380706787
21897,4.368382930755615
21919,4.4420166015625
21965,4.670162200927734
21995,4.234594345092773
22043,4.497106552124023
22087,4.81894588470459
22145,4.2314772605896
22175,4.393817901611328
22203,4.181794166564941
22245,4.399837017059326
22284,4.625252723693848
22316,4.494017124176025
22348,4.3337507247924805
22400,4.435129642486572
22439,4.381473064422607
22477,4.653025150299072
22506,4.706613063812256
22530,4.107878684997559
22569,4.414183616638184
22611,4.648119926452637
22651,4.036364555358887
22677,4.850616455078125
22709,4.597416877746582
22759,4.52540922164917
22806,4.345708847045898
22862,4.188817024230957
22900,4.487910747528076
22947,4.553207874298096
22986,4.8116536140441895
23034,4.945610523223877
23097,4.794633865356445
23128,4.585848331451416
23182,4.333061218261719
23232,4.466390609741211
23254,4.694629669189453
23291,4.167186737060547
23325,4.689200401306152
23363,4.53663444519043
23397,4.248728275299072
23444,4.7045769691467285
23496,4.73704195022583
23546,4.540263652801514
23607,4.4120283126831055
23672,3.8515076637268066
23713,4.3982038497924805
23746,4.396882057189941
23790,4.635026931762695
23816,4.372298240661621
23888,4.16096830368042
23929,4.518224239349365
23958,4.605957508087158
24022,4.463302135467529
24062,4.451704502105713
24130,4.838865756988525
24193,4.001751899719238
24233,4.776416778564453
24298,4.664226055145264
24338,4.7164177894592285
24404,4.709964275360107
24458,4.281581878662109
24508,4.501204490661621
24561,4.607566833496094
24607,4.4277496337890625
24656,4.628569602966309
24689,4.302433013916016
24723,4.749302864074707
24796,4.602546691894531
24843,4.49174690246582
24881,4.429052352905273
24916,4.70242977142334
24953,4.2877397537231445
24992,4.582222938537598
25029,4.261749267578125
25057,4.4415435791015625
25100,4.678632736206055
25147,4.9513678550720215
25202,4.398916244506836
25252,4.430790901184082
25298,4.352584362030029
25328,4.16672420501709
25351,4.413334846496582
25380,4.906059265136719
25409,4.408052444458008
25474,4.2901787757873535
25521,4.524664402008057
25570,4.245882987976074
25619,4.693568229675293
25657,4.3009352684021
25708,4.6231279373168945
25763,4.578886985778809
25794,4.452308654785156
25832,4.5339813232421875
25872,4.73154354095459
25893,4.2878098487854
25916,4.462889671325684
25955,4.275332450866699
25986,4.32061767578125
26031,4.257528781890869
26062,4.652371406555176
26094,4.0895843505859375
26139,4.501167297363281
26175,4.186830520629883
26194,3.9885783195495605
26243,4.500391960144043
26273,4.067738056182861
26312,3.985426425933838
26354,4.2457780838012695
26398,4.271677017211914
26463,4.165222644805908
26524,4.174423694610596
26596,3.949889898300171
26652,4.345949649810791
26695,4.252659320831299
26733,4.353032112121582
26760,4.203463554382324
26813,4.19398832321167
26867,4.435439109802246
26920,4.353949546813965
26947,4.1600470542907715
26975,4.44827938079834
27000,4.468217372894287
27057,4.267591953277588
27078,4.491786479949951
27125,4.563688278198242
27166,4.372262001037598
27211,4.400866508483887
27238,4.248856067657471
27283,4.177111625671387
27329,4.11517333984375
27383,4.27571964263916
27418,3.928218364715576
27475,4.060388088226318
27523,4.2200608253479
27574,4.420468807220459
27602,4.422605991363525
27639,4.195995330810547
27664,4.137897491455078
27703,4.384181022644043
27729,4.134584903717041
27768,4.338809013366699
27805,4.313248157501221
27859,4.364991664886475
27910,4.305312156677246
27937,4.341942310333252
27986,4.375364780426025
28024,4.396263122558594
28051,4.719247341156006
28082,4.3267107009887695
28108,4.412349224090576
28167,4.372005939483643
28206,4.060730934143066
28221,4.510014533996582
28239,4.097559928894043
28287,4.212696552276611
28344,4.126142501831055
28397,4.054983139038086
28438,4.344818592071533
28488,4.43836784362793
28538,4.500646114349365
28570,4.424876689910889
28606,4.311241149902344
28644,4.264725685119629
28686,4.095788955688477
28737,4.091996669769287
28784,4.2328901290893555
28839,4.1543121337890625
28872,4.278127670288086
28911,4.574517250061035
28941,3.7330322265625
28998,4.178586006164551
29028,3.8545703887939453
29055,3.8657498359680176
29090,4.418124675750732
29125,4.106304168701172
29195,4.158771514892578
29223,4.590035915374756
29278,4.049764633178711
29330,4.039299488067627
29369,4.25978422164917
29418,3.7132461071014404
29470,4.192200660705566
29523,3.91583251953125
29546,4.688580513000488
29589,4.695517539978027
29619,4.100018501281738
29686,4.283720970153809
29730,4.213622093200684
29768,4.135910987854004
29811,4.412237644195557
29863,4.1942548751831055
29896,4.041049003601074
29923,3.991663694381714
29974,4.207479476928711
30018,4.374753475189209
30043,4.234935283660889
30079,4.232860565185547
30133,3.748108386993408
30167,4.166001796722412
30205,4.73578405380249
30258,4.485381603240967
30319,4.400295257568359
30344,4.3643951416015625
30373,4.379106044769287
30445,4.3414812088012695
30488,4.328932762145996
30531,4.016726493835449
30599,4.425182819366455
30625,4.410372257232666
30685,4.451286315917969
30721,3.8668506145477295
30748,4.106491565704346
30782,4.529107093811035
30825,4.540596008300781
30885,3.9838855266571045
30912,4.33690881729126
30951,3.9824118614196777
30993,4.5549139976501465
31034,4.45749044418335
31095,3.8610403537750244
31120,3.9991183280944824
31159,4.3231425285339355
31191,4.062649726867676
31233,4.112479209899902
31284,4.072993278503418
31315,4.479824066162109
31346,4.035319805145264
31389,4.283347129821777
31428,3.9406075477600098
31490,3.855552911758423
31527,4.647066116333008
31554,3.9968221187591553
31590,3.7995567321777344
31616,3.8221092224121094
31654,4.216452121734619
31692,3.903176784515381
31736,4.345213890075684
31781,3.8780417442321777
31813,4.201357841491699
31856,3.847836494445801
31897,3.893763542175293
31966,4.094392776489258
32002,4.267703056335449
32039,3.8569388389587402
32067,4.199878215789795
32109,4.018457889556885
32148,3.763923168182373
32207,4.226091384887695
32244,4.263973236083984
32277,3.887394905090332
32349,3.9971394538879395
32397,4.043723106384277
32430,3.9062886238098145
32468,3.757234573364258
32503,4.254613399505615
32538,4.166271209716797
32593,4.1452250480651855
32658,4.288394927978516
32710,4.199124813079834
32743,4.149768829345703
32764,4.354043006896973
32789,3.8747634887695312
32825,3.855079412460327
32863,4.0591325759887695
32926,4.044710636138916
32963,3.455995559692383
33020,3.8196163177490234
33052,4.393376350402832
33091,4.149447917938232
33153,4.169749736785889
33185,4.342504501342773
33232,4.241885662078857
33278,4.304628372192383
33335,4.110150337219238
33365,3.791011095046997
33399,4.12706184387207
33441,4.004931449890137
33502,4.059093475341797
33553,4.358741283416748
33594,4.229921340942383
33657,4.437599182128906
33688,4.169011116027832
33730,3.985900402069092
33768,4.230148792266846
33803,4.01621675491333
33845,4.313297748565674
33884,3.876511573791504
33918,4.083912372589111
33962,3.929152488708496
34008,4.050103187561035
34050,4.218137264251709
34120,4.080834865570068
34174,4.105002403259277
34207,4.123138427734375
34241,4.18800687789917
34316,4.482791900634766
34369,4.267240047454834
34428,4.104147911071777
34458,3.731279134750366
34504,3.9483160972595215
34537,4.163349151611328
34588,3.965819835662842
34636,3.931565284729004
34667,4.069169521331787
34709,4.206984043121338
34737,4.268272876739502
34792,3.6840038299560547
34841,4.011911869049072
34881,4.008883953094482
34922,4.113800525665283
34967,4.383077144622803
35010,3.817533493041992
35051,4.201015472412109
35091,4.050354957580566
35140,4.340263366699219
35191,4.082912445068359
35229,3.8930366039276123
35260,3.9656829833984375
35294,3.790327787399292
35325,4.312318801879883
35363,3.9379091262817383
35405,4.151505947113037
35457,3.6878342628479004
35489,4.241637229919434
35543,4.125210285186768
35583,4.1808319091796875
35618,4.1571784019470215
35666,3.9594945907592773
35697,3.828908920288086
35744,4.21528434753418
35779,3.8446478843688965
35819,4.238656044006348
35867,3.9806015491485596
35892,3.939366340637207
35946,4.361131191253662
35992,4.062131404876709
36019,4.083949565887451
36071,4.380483627319336
36092,4.2970123291015625
36156,4.245378494262695
36202,4.2934417724609375
36265,4.197455406188965
36313,3.908297300338745
36351,4.119499206542969
36406,3.8734683990478516
36463,3.932246685028076
36503,4.285000801086426
36535,3.846855401992798
36579,4.160758972167969
36601,3.982875347137451
36655,3.9672300815582275
36703,4.043381690979004
36749,4.048293113708496
36802,3.897613048553467
36835,3.689593553543091
36864,4.285623550415039
36887,3.9396262168884277
36934,3.968764305114746
36978,4.156540393829346
37028,3.9013211727142334
37061,3.8617005348205566
37104,3.8436245918273926
37150,3.8722643852233887
37197,4.0547661781311035
37234,3.8468620777130127
37289,3.8802084922790527
37330,3.9818665981292725
37373,3.807802677154541
37411,3.902160882949829
37452,4.004386901855469
37491,3.691981792449951
37530,3.672146797180176
37564,3.915695905685425
37611,3.785234212875366
37640,4.0717363357543945
37689,3.7519636154174805
37774,3.788691997528076
37833,3.8064680099487305
37868,4.016705513000488
37912,3.545499801635742
37960,4.005893707275391
37999,3.6666550636291504
38050,3.913455009460449
38099,3.8122568130493164
38130,4.14154577255249
38176,4.2487874031066895
38199,3.781393527984619
38235,3.7563962936401367
38293,3.7696404457092285
38332,4.054196357727051
38365,4.066320419311523
38391,3.810201406478882
38435,3.650287628173828
38484,4.198685646057129
38522,3.902169704437256
38558,3.623612880706787
38599,4.2961530685424805
38624,4.312426567077637
38682,4.083051681518555
38705,3.5466361045837402
38745,4.007297039031982
38789,3.4709160327911377
38837,3.7171754837036133
38883,4.010388374328613
38925,4.262490272521973
38951,4.022302627563477
38983,3.8017818927764893
39025,3.6763782501220703
39084,4.17017936706543
39138,3.990363121032715
39190,3.9821970462799072
39229,4.1385273933410645
39256,4.295572757720947
39314,3.748455047607422
39345,3.957312822341919
39378,3.96690034866333
39398,4.121250629425049
39438,3.7750191688537598
39478,3.960559844970703
39509,3.8044536113739014
39543,4.139105319976807
39573,3.5921759605407715
39598,4.307833671569824
39641,4.229681968688965
39681,4.16379976272583
39717,4.055142402648926
39763,4.112534046173096
39809,4.222880840301514
39844,4.1679887771606445
39914,3.821788787841797
39954,3.9943466186523438
39997,3.4640960693359375
40032,4.136625289916992
40067,4.280106067657471
40108,3.9442811012268066
40157,4.0807695388793945
40194,3.986283302307129
40253,4.118819713592529
40303,3.8126943111419678
40343,3.934842109680176
40387,3.908076763153076
40430,4.169863700866699
40467,4.120357036590576
40496,4.066972255706787
40530,3.8106179237365723
40592,3.8526668548583984
40630,4.021109580993652
40670,4.060796737670898
40727,3.9208950996398926
40757,4.390432357788086
40815,4.349559307098389
40849,4.328085422515869
40899,4.355914115905762
40925,3.556332588195801
40981,4.042418956756592
41058,3.748703956604004
41106,4.0428972244262695
41163,3.9325263500213623
41202,3.85736083984375
41221,3.825784683227539
41261,3.9366533756256104
41302,3.94681453704834
41335,4.399832725524902
41374,4.142834663391113
41412,4.064069747924805
41448,3.858710765838623
41504,4.252557754516602
41546,3.7753846645355225
41587,3.968226432800293
41640,3.9816794395446777
41687,4.396550178527832
41732,3.8452672958374023
41772,4.13664436340332
41793,3.94673490524292
41827,3.925809144973755
